date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:31:51	1360/1360	---M--	200	added ('OK')	image/png	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/prev.png	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/prev.png	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/lightbox.css)
20:31:51	1350/1350	---M--	200	added ('OK')	image/png	etag:%221505847579%22	https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/next.png	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/images/next.png	(from https://demo.w3layouts.com/demos_new/24-12-2016/transporting-demo_Free/1146019639/web/css/lightbox.css)
20:31:51	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:53%20GMT	https://demo.w3layouts.com/images/W3Layouts-light.png	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/images/W3Layouts-light.html	(from https://demo.w3layouts.com/images/demobar_w3_4thDec2019.css)
20:31:52	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:54%20GMT	https://demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:52	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:54%20GMT	https://demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:53	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:55%20GMT	https://demo.w3layouts.com/assets/css/bootstrap.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/bootstrap.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:53	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:55%20GMT	https://demo.w3layouts.com/assets/css/xenon-core.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/xenon-core.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:53	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:55%20GMT	https://demo.w3layouts.com/assets/css/xenon-forms.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/xenon-forms.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:53	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:55%20GMT	https://demo.w3layouts.com/assets/css/xenon-components.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/xenon-components.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:54	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:56%20GMT	https://demo.w3layouts.com/assets/css/xenon-skins.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/xenon-skins.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:54	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:56%20GMT	https://demo.w3layouts.com/assets/css/custom.css	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/css/custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:54	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:56%20GMT	https://demo.w3layouts.com/assets/js/jquery-1.11.1.min.js	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/js/jquery-1.11.1.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:55	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:57%20GMT	https://demo.w3layouts.com/assets/js/bootstrap.min.js	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/js/bootstrap.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:55	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:57%20GMT	https://demo.w3layouts.com/assets/js/TweenMax.min.js	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/js/TweenMax.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
20:31:55	2529/2529	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Apr%202020%2015:31:57%20GMT	https://demo.w3layouts.com/assets/js/resizeable.js	C:/Users/ubaid/Desktop/transporting/transporting/demo.w3layouts.com/assets/js/resizeable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
